Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL
2002-08-28,Long Time Gone,Dixie Chicks,7,13,7,11,https://charts-static.billboard.com/img/1997/10/thechicks-xvc-180x180.jpg
2002-08-28,Down 4 U,Irv Gotti Presents The Inc. Featuring Ja Rule| Ashanti| Charli Baltimore & Vita,8,7,6,11,https://charts-static.billboard.com/img/2002/05/irv-gotti-gey-180x180.jpg
2002-08-28,Cleanin' Out My Closet,Eminem,9,14,9,5,https://charts-static.billboard.com/img/1998/10/eminem-d78-180x180.jpg
2002-08-28,Happy,Ashanti,10,9,9,14,https://charts-static.billboard.com/img/1994/07/ashanti-4h4-180x180.jpg
2002-09-04,Dilemma,Nelly Featuring Kelly Rowland,1,1,1,9,#
2002-09-04,Complicated,Avril Lavigne,2,3,2,15,#
2002-09-04,Hot In Herre,Nelly,3,2,1,19,#
2002-09-04,Gangsta Lovin',Eve Featuring Alicia Keys,4,6,4,9,#
2002-09-04,I Need A Girl (Part Two),P. Diddy & Ginuwine Featuring Loon| Mario Winans & Tammy Ruggeri,5,5,4,14,#
2002-09-04,Just A Friend 2002,Mario,6,4,4,16,https://charts-static.billboard.com/img/1991/02/mario-4ua-180x180.jpg
2002-09-04,Cleanin' Out My Closet,Eminem,7,9,7,6,https://charts-static.billboard.com/img/1998/10/eminem-d78-180x180.jpg
2002-09-04,Happy,Ashanti,8,10,8,15,https://charts-static.billboard.com/img/1994/07/ashanti-4h4-180x180.jpg
2002-09-04,Just Like A Pill,P!nk,9,12,8,10,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2002-09-04,Nothin',N.O.R.E.,10,11,10,16,https://charts-static.billboard.com/img/1998/01/nore-ug5-180x180.jpg
2002-09-11,Dilemma,Nelly Featuring Kelly Rowland,1,1,1,10,#
2002-09-11,Gangsta Lovin',Eve Featuring Alicia Keys,2,4,2,10,#
2002-09-11,Complicated,Avril Lavigne,3,2,2,16,#
2002-09-11,Hot In Herre,Nelly,4,3,1,20,#
2002-09-11,Cleanin' Out My Closet,Eminem,5,7,5,7,https://charts-static.billboard.com/img/1998/10/eminem-d78-180x180.jpg
2002-09-11,I Need A Girl (Part Two),P. Diddy & Ginuwine Featuring Loon| Mario Winans & Tammy Ruggeri,6,5,4,15,#
2002-09-11,Just A Friend 2002,Mario,7,6,4,17,https://charts-static.billboard.com/img/1991/02/mario-4ua-180x180.jpg
2002-09-11,Happy,Ashanti,8,8,8,16,https://charts-static.billboard.com/img/1994/07/ashanti-4h4-180x180.jpg
2002-09-11,One Last Breath,Creed,9,14,9,15,https://charts-static.billboard.com/img/2002/04/creed-l5w-onelastbreath-4m6-180x180.jpg
2002-09-11,Just Like A Pill,P!nk,10,9,8,11,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2002-09-18,Dilemma,Nelly Featuring Kelly Rowland,1,1,1,11,#
2002-09-18,Gangsta Lovin',Eve Featuring Alicia Keys,2,2,2,11,#
2002-09-18,Complicated,Avril Lavigne,3,3,2,17,#
2002-09-18,Cleanin' Out My Closet,Eminem,4,5,4,8,#
2002-09-18,Hot In Herre,Nelly,5,4,1,21,https://charts-static.billboard.com/img/2002/05/nelly-yua-hotinherre-vxj-180x180.jpg
2002-09-18,I Need A Girl (Part Two),P. Diddy & Ginuwine Featuring Loon| Mario Winans & Tammy Ruggeri,6,6,4,16,#
2002-09-18,One Last Breath,Creed,7,9,7,16,https://charts-static.billboard.com/img/2002/04/creed-l5w-onelastbreath-4m6-180x180.jpg
2002-09-18,Happy,Ashanti,8,8,8,17,https://charts-static.billboard.com/img/1994/07/ashanti-4h4-180x180.jpg
2002-09-18,Just Like A Pill,P!nk,9,10,8,12,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2002-09-18,Just A Friend 2002,Mario,10,7,4,18,https://charts-static.billboard.com/img/1991/02/mario-4ua-180x180.jpg
2002-09-25,Dilemma,Nelly Featuring Kelly Rowland,1,1,1,12,#
2002-09-25,Gangsta Lovin',Eve Featuring Alicia Keys,2,2,2,12,#
2002-09-25,Complicated,Avril Lavigne,3,3,2,18,#
2002-09-25,Cleanin' Out My Closet,Eminem,4,4,4,9,#
2002-09-25,I Need A Girl (Part Two),P. Diddy & Ginuwine Featuring Loon| Mario Winans & Tammy Ruggeri,5,6,4,17,#
2002-09-25,One Last Breath,Creed,6,7,6,17,https://charts-static.billboard.com/img/2002/04/creed-l5w-onelastbreath-4m6-180x180.jpg
2002-09-25,Hot In Herre,Nelly,7,5,1,22,https://charts-static.billboard.com/img/2002/05/nelly-yua-hotinherre-vxj-180x180.jpg
2002-09-25,Just Like A Pill,P!nk,8,9,8,13,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2002-09-25,Happy,Ashanti,9,8,8,18,https://charts-static.billboard.com/img/1994/07/ashanti-4h4-180x180.jpg
2002-09-25,Gotta Get Thru This,Daniel Bedingfield,10,11,10,10,https://charts-static.billboard.com/img/2002/05/daniel-bedingfield-fzi-180x180.jpg
2002-10-02,A Moment Like This,Kelly Clarkson,1,52,1,3,#
2002-10-02,Dilemma,Nelly Featuring Kelly Rowland,2,1,1,13,#
2002-10-02,Gangsta Lovin',Eve Featuring Alicia Keys,3,2,2,13,#
2002-10-02,Complicated,Avril Lavigne,4,3,2,19,#
2002-10-02,Cleanin' Out My Closet,Eminem,5,4,4,10,https://charts-static.billboard.com/img/1998/10/eminem-d78-180x180.jpg
2002-10-02,One Last Breath,Creed,6,6,6,18,https://charts-static.billboard.com/img/2002/04/creed-l5w-onelastbreath-4m6-180x180.jpg
2002-10-02,I Need A Girl (Part Two),P. Diddy & Ginuwine Featuring Loon| Mario Winans & Tammy Ruggeri,7,5,4,18,#
2002-10-02,Hey Ma,Cam'Ron Featuring Juelz Santana| Freekey Zekey & Toya,8,11,8,6,#
2002-10-02,Just Like A Pill,P!nk,9,8,8,14,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2002-10-02,Move B***h,Ludacris Featuring Mystikal & Infamous 2.0,10,13,10,18,https://charts-static.billboard.com/img/2002/03/ludacris-mqj-movebh-ebl-180x180.jpg
2002-10-09,A Moment Like This,Kelly Clarkson,1,1,1,4,#
2002-10-09,Dilemma,Nelly Featuring Kelly Rowland,2,2,1,14,#
2002-10-09,Gangsta Lovin',Eve Featuring Alicia Keys,3,3,2,14,#
2002-10-09,Complicated,Avril Lavigne,4,4,2,20,#
2002-10-09,Hey Ma,Cam'Ron Featuring Juelz Santana| Freekey Zekey & Toya,5,8,5,7,#
2002-10-09,One Last Breath,Creed,6,6,6,19,https://charts-static.billboard.com/img/2002/04/creed-l5w-onelastbreath-4m6-180x180.jpg
2002-10-09,Cleanin' Out My Closet,Eminem,7,5,4,11,https://charts-static.billboard.com/img/1998/10/eminem-d78-180x180.jpg
2002-10-09,Work It,"Missy ""Misdemeanor"" Elliott",8,11,8,5,https://charts-static.billboard.com/img/1997/06/missy-elliott-ulk-180x180.jpg
2002-10-09,I Need A Girl (Part Two),P. Diddy & Ginuwine Featuring Loon| Mario Winans & Tammy Ruggeri,9,7,4,19,#
2002-10-09,Move B***h,Ludacris Featuring Mystikal & Infamous 2.0,10,10,10,19,https://charts-static.billboard.com/img/2002/03/ludacris-mqj-movebh-ebl-180x180.jpg
2002-10-16,Dilemma,Nelly Featuring Kelly Rowland,1,2,1,15,#
2002-10-16,A Moment Like This,Kelly Clarkson,2,1,1,5,#
2002-10-16,Gangsta Lovin',Eve Featuring Alicia Keys,3,3,2,15,#
2002-10-16,Hey Ma,Cam'Ron Featuring Juelz Santana| Freekey Zekey & Toya,4,5,4,8,#
2002-10-16,Work It,"Missy ""Misdemeanor"" Elliott",5,8,5,6,https://charts-static.billboard.com/img/1997/06/missy-elliott-ulk-180x180.jpg
2002-10-16,Complicated,Avril Lavigne,6,4,2,21,https://charts-static.billboard.com/img/2002/04/avril-lavigne-j91-180x180.jpg
2002-10-16,One Last Breath,Creed,7,6,6,20,https://charts-static.billboard.com/img/2002/04/creed-l5w-onelastbreath-4m6-180x180.jpg
2002-10-16,Underneath It All,No Doubt Featuring Lady Saw,8,12,8,8,https://charts-static.billboard.com/img/1995/10/no-doubt-lde-180x180.jpg
2002-10-16,Lose Yourself,Eminem,9,18,9,3,https://charts-static.billboard.com/img/2002/10/eminem-d78-loseyourself-x0w-180x180.jpg
2002-10-16,Luv U Better,LL Cool J,10,14,10,9,https://charts-static.billboard.com/img/1985/11/ll-cool-j-ksk-180x180.jpg
2002-10-23,Dilemma,Nelly Featuring Kelly Rowland,1,1,1,16,#
2002-10-23,Gangsta Lovin',Eve Featuring Alicia Keys,2,3,2,16,#
2002-10-23,A Moment Like This,Kelly Clarkson,3,2,1,6,#
2002-10-23,Hey Ma,Cam'Ron Featuring Juelz Santana| Freekey Zekey & Toya,4,4,4,9,#
2002-10-23,Work It,"Missy ""Misdemeanor"" Elliott",5,5,5,7,https://charts-static.billboard.com/img/1997/06/missy-elliott-ulk-180x180.jpg
2002-10-23,Lose Yourself,Eminem,6,9,6,4,https://charts-static.billboard.com/img/2002/10/eminem-d78-loseyourself-x0w-180x180.jpg
2002-10-23,Underneath It All,No Doubt Featuring Lady Saw,7,8,7,9,https://charts-static.billboard.com/img/1995/10/no-doubt-lde-180x180.jpg
2002-10-23,Luv U Better,LL Cool J,8,10,8,10,https://charts-static.billboard.com/img/1985/11/ll-cool-j-ksk-180x180.jpg
2002-10-23,One Last Breath,Creed,9,7,6,21,https://charts-static.billboard.com/img/2002/04/creed-l5w-onelastbreath-4m6-180x180.jpg
2002-10-23,Complicated,Avril Lavigne,10,6,2,22,https://charts-static.billboard.com/img/2002/04/avril-lavigne-j91-180x180.jpg
2002-10-30,Dilemma,Nelly Featuring Kelly Rowland,1,1,1,17,#
2002-10-30,Lose Yourself,Eminem,2,6,2,5,#
2002-10-30,Hey Ma,Cam'Ron Featuring Juelz Santana| Freekey Zekey & Toya,3,4,3,10,#
2002-10-30,Work It,"Missy ""Misdemeanor"" Elliott",4,5,4,8,#
2002-10-30,A Moment Like This,Kelly Clarkson,5,3,1,7,https://charts-static.billboard.com/img/2002/09/kelly-clarkson-w89-180x180.jpg
2002-10-30,Gangsta Lovin',Eve Featuring Alicia Keys,6,2,2,17,https://charts-static.billboard.com/img/2001/03/alicia-keys-qh8-180x180.jpg
2002-10-30,Luv U Better,LL Cool J,7,8,7,11,https://charts-static.billboard.com/img/1985/11/ll-cool-j-ksk-180x180.jpg
2002-10-30,Underneath It All,No Doubt Featuring Lady Saw,8,7,7,10,https://charts-static.billboard.com/img/1995/10/no-doubt-lde-180x180.jpg
2002-10-30,The Game Of Love,Santana Featuring Michelle Branch,9,12,9,5,https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg
2002-10-30,Sk8er Boi,Avril Lavigne,10,11,10,8,https://charts-static.billboard.com/img/2002/04/avril-lavigne-j91-180x180.jpg
2002-11-06,Lose Yourself,Eminem,1,2,1,6,#
2002-11-06,Dilemma,Nelly Featuring Kelly Rowland,2,1,1,18,#
2002-11-06,Work It,"Missy ""Misdemeanor"" Elliott",3,4,3,9,#
2002-11-06,Hey Ma,Cam'Ron Featuring Juelz Santana| Freekey Zekey & Toya,4,3,3,11,#
2002-11-06,A Moment Like This,Kelly Clarkson,5,5,1,8,https://charts-static.billboard.com/img/2002/09/kelly-clarkson-w89-180x180.jpg
2002-11-06,Underneath It All,No Doubt Featuring Lady Saw,6,8,6,11,https://charts-static.billboard.com/img/1995/10/no-doubt-lde-180x180.jpg
2002-11-06,Luv U Better,LL Cool J,7,7,7,12,https://charts-static.billboard.com/img/1985/11/ll-cool-j-ksk-180x180.jpg
2002-11-06,Die Another Day,Madonna,8,18,8,4,https://charts-static.billboard.com/img/1982/11/madonna-yze-180x180.jpg
2002-11-06,The Game Of Love,Santana Featuring Michelle Branch,9,9,9,6,https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg
2002-11-06,Gangsta Lovin',Eve Featuring Alicia Keys,10,6,2,18,https://charts-static.billboard.com/img/2001/03/alicia-keys-qh8-180x180.jpg
2002-11-13,Lose Yourself,Eminem,1,1,1,7,#
2002-11-13,Work It,"Missy ""Misdemeanor"" Elliott",2,3,2,10,#
2002-11-13,Dilemma,Nelly Featuring Kelly Rowland,3,2,1,19,#
2002-11-13,Luv U Better,LL Cool J,4,7,4,13,#
2002-11-13,Hey Ma,Cam'Ron Featuring Juelz Santana| Freekey Zekey & Toya,5,4,3,12,#
2002-11-13,Underneath It All,No Doubt Featuring Lady Saw,6,6,6,12,https://charts-static.billboard.com/img/1995/10/no-doubt-lde-180x180.jpg
2002-11-13,The Game Of Love,Santana Featuring Michelle Branch,7,9,7,7,https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg
2002-11-13,Die Another Day,Madonna,8,8,8,5,https://charts-static.billboard.com/img/1982/11/madonna-yze-180x180.jpg
2002-11-13,A Moment Like This,Kelly Clarkson,9,5,1,9,https://charts-static.billboard.com/img/2002/09/kelly-clarkson-w89-180x180.jpg
2002-11-13,Gimme The Light,Sean Paul,10,11,10,29,https://charts-static.billboard.com/img/2000/04/sean-paul-rss-180x180.jpg
2002-11-20,Lose Yourself,Eminem,1,1,1,8,#
2002-11-20,Work It,"Missy ""Misdemeanor"" Elliott",2,2,2,11,#
2002-11-20,Underneath It All,No Doubt Featuring Lady Saw,3,6,3,13,#
2002-11-20,Luv U Better,LL Cool J,4,4,4,14,#
2002-11-20,Hey Ma,Cam'Ron Featuring Juelz Santana| Freekey Zekey & Toya,5,5,3,13,#
2002-11-20,Dilemma,Nelly Featuring Kelly Rowland,6,3,1,20,https://charts-static.billboard.com/img/2002/07/nelly-yua-dilemma-npl-180x180.jpg
2002-11-20,The Game Of Love,Santana Featuring Michelle Branch,7,7,7,8,https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg
2002-11-20,Jenny From The Block,Jennifer Lopez Featuring Styles & Jadakiss,8,11,8,7,https://charts-static.billboard.com/img/2002/10/jennifer-lopez-0nn-jennyfromtheblock-0rt-180x180.jpg
2002-11-20,Gimme The Light,Sean Paul,9,10,9,30,https://charts-static.billboard.com/img/2000/04/sean-paul-rss-180x180.jpg
2002-11-20,Die Another Day,Madonna,10,8,8,6,https://charts-static.billboard.com/img/1982/11/madonna-yze-180x180.jpg
2002-11-27,Lose Yourself,Eminem,1,1,1,9,#
2002-11-27,Work It,"Missy ""Misdemeanor"" Elliott",2,2,2,12,#
2002-11-27,Underneath It All,No Doubt Featuring Lady Saw,3,3,3,14,#
2002-11-27,Luv U Better,LL Cool J,4,4,4,15,#
2002-11-27,The Game Of Love,Santana Featuring Michelle Branch,5,7,5,9,https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg
2002-11-27,Jenny From The Block,Jennifer Lopez Featuring Styles & Jadakiss,6,8,6,8,https://charts-static.billboard.com/img/2002/10/jennifer-lopez-0nn-jennyfromtheblock-0rt-180x180.jpg
2002-11-27,Hey Ma,Cam'Ron Featuring Juelz Santana| Freekey Zekey & Toya,7,5,3,14,#
2002-11-27,Gimme The Light,Sean Paul,8,9,8,31,https://charts-static.billboard.com/img/2000/04/sean-paul-rss-180x180.jpg
2002-11-27,Dilemma,Nelly Featuring Kelly Rowland,9,6,1,21,https://charts-static.billboard.com/img/2002/07/nelly-yua-dilemma-npl-180x180.jpg
2002-11-27,Die Another Day,Madonna,10,10,8,7,https://charts-static.billboard.com/img/1982/11/madonna-yze-180x180.jpg
2002-12-04,Lose Yourself,Eminem,1,1,1,10,#
2002-12-04,Work It,"Missy ""Misdemeanor"" Elliott",2,2,2,13,#
2002-12-04,Jenny From The Block,Jennifer Lopez Featuring Styles & Jadakiss,3,6,3,9,#
2002-12-04,Underneath It All,No Doubt Featuring Lady Saw,4,3,3,15,#
2002-12-04,The Game Of Love,Santana Featuring Michelle Branch,5,5,5,10,https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg
2002-12-04,Luv U Better,LL Cool J,6,4,4,16,https://charts-static.billboard.com/img/1985/11/ll-cool-j-ksk-180x180.jpg
2002-12-04,Gimme The Light,Sean Paul,7,8,7,32,https://charts-static.billboard.com/img/2000/04/sean-paul-rss-180x180.jpg
2002-12-04,'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles,8,11,8,7,https://charts-static.billboard.com/img/1996/03/jay-z-owe-180x180.jpg
2002-12-04,Hey Ma,Cam'Ron Featuring Juelz Santana| Freekey Zekey & Toya,9,7,3,15,#
2002-12-04,Air Force Ones,Nelly Featuring Kyjuan| Ali & Murphy Lee,10,12,10,5,https://charts-static.billboard.com/img/2000/03/nelly-yua-180x180.jpg
2002-12-11,Lose Yourself,Eminem,1,1,1,11,#
2002-12-11,Work It,"Missy ""Misdemeanor"" Elliott",2,2,2,14,#
2002-12-11,Jenny From The Block,Jennifer Lopez Featuring Styles & Jadakiss,3,3,3,10,#
2002-12-11,Underneath It All,No Doubt Featuring Lady Saw,4,4,3,16,#
2002-12-11,The Game Of Love,Santana Featuring Michelle Branch,5,5,5,11,https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg
2002-12-11,'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles,6,8,6,8,https://charts-static.billboard.com/img/1996/03/jay-z-owe-180x180.jpg
2002-12-11,Air Force Ones,Nelly Featuring Kyjuan| Ali & Murphy Lee,7,10,7,6,https://charts-static.billboard.com/img/2000/03/nelly-yua-180x180.jpg
2002-12-11,Gimme The Light,Sean Paul,8,7,7,33,https://charts-static.billboard.com/img/2000/04/sean-paul-rss-180x180.jpg
2002-12-11,Don't Mess With My Man,Nivea Featuring Brian & Brandon Casey,9,12,9,19,https://charts-static.billboard.com/img/1998/11/nivea-eg4-180x180.jpg
2002-12-11,Luv U Better,LL Cool J,10,6,4,17,https://charts-static.billboard.com/img/1985/11/ll-cool-j-ksk-180x180.jpg
2002-12-18,Lose Yourself,Eminem,1,1,1,12,#
2002-12-18,Work It,"Missy ""Misdemeanor"" Elliott",2,2,2,15,#
2002-12-18,Jenny From The Block,Jennifer Lopez Featuring Styles & Jadakiss,3,3,3,11,#
2002-12-18,Air Force Ones,Nelly Featuring Kyjuan| Ali & Murphy Lee,4,7,4,7,#
2002-12-18,'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles,5,6,5,9,https://charts-static.billboard.com/img/1996/03/jay-z-owe-180x180.jpg
2002-12-18,Underneath It All,No Doubt Featuring Lady Saw,6,4,3,17,https://charts-static.billboard.com/img/1995/10/no-doubt-lde-180x180.jpg
2002-12-18,The Game Of Love,Santana Featuring Michelle Branch,7,5,5,12,https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg
2002-12-18,Don't Mess With My Man,Nivea Featuring Brian & Brandon Casey,8,9,8,20,https://charts-static.billboard.com/img/1998/11/nivea-eg4-180x180.jpg
2002-12-18,Gimme The Light,Sean Paul,9,8,7,34,https://charts-static.billboard.com/img/2000/04/sean-paul-rss-180x180.jpg
2002-12-18,Beautiful,Christina Aguilera,10,11,10,5,https://charts-static.billboard.com/img/2002/11/christina-aguilera-l5y-beautiful-m2h-180x180.jpg
2002-12-25,Lose Yourself,Eminem,1,1,1,13,#
2002-12-25,Work It,"Missy ""Misdemeanor"" Elliott",2,2,2,16,#
2002-12-25,Jenny From The Block,Jennifer Lopez Featuring Styles & Jadakiss,3,3,3,12,#
2002-12-25,'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles,4,5,4,10,#
2002-12-25,Air Force Ones,Nelly Featuring Kyjuan| Ali & Murphy Lee,5,4,4,8,https://charts-static.billboard.com/img/2000/03/nelly-yua-180x180.jpg
2002-12-25,Beautiful,Christina Aguilera,6,10,6,6,https://charts-static.billboard.com/img/2002/11/christina-aguilera-l5y-beautiful-m2h-180x180.jpg
2002-12-25,Bump; Bump; Bump,B2K & P. Diddy,7,12,7,5,https://charts-static.billboard.com/img/2001/11/b2k-vdx-180x180.jpg
2002-12-25,Don't Mess With My Man,Nivea Featuring Brian & Brandon Casey,8,8,8,21,https://charts-static.billboard.com/img/1998/11/nivea-eg4-180x180.jpg
2002-12-25,Underneath It All,No Doubt Featuring Lady Saw,9,6,3,18,https://charts-static.billboard.com/img/1995/10/no-doubt-lde-180x180.jpg
2002-12-25,The Game Of Love,Santana Featuring Michelle Branch,10,7,5,13,https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg
2003-01-01,Lose Yourself,Eminem,1,1,1,14,#
2003-01-01,Work It,"Missy ""Misdemeanor"" Elliott",2,2,2,17,#
2003-01-01,Air Force Ones,Nelly Featuring Kyjuan| Ali & Murphy Lee,3,5,3,9,#
2003-01-01,'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles,4,4,4,11,#
2003-01-01,Jenny From The Block,Jennifer Lopez Featuring Styles & Jadakiss,5,3,3,13,https://charts-static.billboard.com/img/2002/10/jennifer-lopez-0nn-jennyfromtheblock-0rt-180x180.jpg
2003-01-01,Beautiful,Christina Aguilera,6,6,6,7,https://charts-static.billboard.com/img/2002/11/christina-aguilera-l5y-beautiful-m2h-180x180.jpg
2003-01-01,Bump; Bump; Bump,B2K & P. Diddy,7,7,7,6,https://charts-static.billboard.com/img/2001/11/b2k-vdx-180x180.jpg
2003-01-01,Don't Mess With My Man,Nivea Featuring Brian & Brandon Casey,8,8,8,22,https://charts-static.billboard.com/img/1998/11/nivea-eg4-180x180.jpg
2003-01-01,Love Of My Life (An Ode To Hip Hop),Erykah Badu Featuring Common,9,11,9,18,https://charts-static.billboard.com/img/1996/12/erykah-badu-9i7-180x180.jpg
2003-01-01,Underneath It All,No Doubt Featuring Lady Saw,10,9,3,19,https://charts-static.billboard.com/img/1995/10/no-doubt-lde-180x180.jpg
2003-01-08,Lose Yourself,Eminem,1,1,1,15,#
2003-01-08,Work It,"Missy ""Misdemeanor"" Elliott",2,2,2,18,#
2003-01-08,Air Force Ones,Nelly Featuring Kyjuan| Ali & Murphy Lee,3,3,3,10,#
2003-01-08,'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles,4,4,4,12,#
2003-01-08,Bump; Bump; Bump,B2K & P. Diddy,5,7,5,7,https://charts-static.billboard.com/img/2001/11/b2k-vdx-180x180.jpg
2003-01-08,Jenny From The Block,Jennifer Lopez Featuring Styles & Jadakiss,6,5,3,14,https://charts-static.billboard.com/img/2002/10/jennifer-lopez-0nn-jennyfromtheblock-0rt-180x180.jpg
2003-01-08,Beautiful,Christina Aguilera,7,6,6,8,https://charts-static.billboard.com/img/2002/11/christina-aguilera-l5y-beautiful-m2h-180x180.jpg
2003-01-08,Don't Mess With My Man,Nivea Featuring Brian & Brandon Casey,8,8,8,23,https://charts-static.billboard.com/img/1998/11/nivea-eg4-180x180.jpg
2003-01-08,The Game Of Love,Santana Featuring Michelle Branch,9,14,5,15,https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg
2003-01-08,Landslide,Dixie Chicks,10,16,10,17,https://charts-static.billboard.com/img/1997/10/thechicks-xvc-180x180.jpg
2003-01-15,Lose Yourself,Eminem,1,1,1,16,#
2003-01-15,Work It,"Missy ""Misdemeanor"" Elliott",2,2,2,19,#
2003-01-15,Air Force Ones,Nelly Featuring Kyjuan| Ali & Murphy Lee,3,3,3,11,#
2003-01-15,Bump; Bump; Bump,B2K & P. Diddy,4,5,4,8,#
2003-01-15,'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles,5,4,4,13,https://charts-static.billboard.com/img/1996/03/jay-z-owe-180x180.jpg
2003-01-15,Beautiful,Christina Aguilera,6,7,6,9,https://charts-static.billboard.com/img/2002/11/christina-aguilera-l5y-beautiful-m2h-180x180.jpg
2003-01-15,Jenny From The Block,Jennifer Lopez Featuring Styles & Jadakiss,7,6,3,15,https://charts-static.billboard.com/img/2002/10/jennifer-lopez-0nn-jennyfromtheblock-0rt-180x180.jpg
2003-01-15,Don't Mess With My Man,Nivea Featuring Brian & Brandon Casey,8,8,8,24,https://charts-static.billboard.com/img/1998/11/nivea-eg4-180x180.jpg
2003-01-15,Landslide,Dixie Chicks,9,10,9,18,https://charts-static.billboard.com/img/1997/10/thechicks-xvc-180x180.jpg
2003-01-15,The Game Of Love,Santana Featuring Michelle Branch,10,9,5,16,https://charts-static.billboard.com/img/1969/09/santana-84r-180x180.jpg
2003-01-22,Lose Yourself,Eminem,1,1,1,17,#
2003-01-22,Bump; Bump; Bump,B2K & P. Diddy,2,4,2,9,#
2003-01-22,Air Force Ones,Nelly Featuring Kyjuan| Ali & Murphy Lee,3,3,3,12,#
2003-01-22,Beautiful,Christina Aguilera,4,6,4,10,#
2003-01-22,'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles,5,5,4,14,https://charts-static.billboard.com/img/1996/03/jay-z-owe-180x180.jpg
2003-01-22,Work It,"Missy ""Misdemeanor"" Elliott",6,2,2,20,https://charts-static.billboard.com/img/1997/06/missy-elliott-ulk-180x180.jpg
2003-01-22,I'm With You,Avril Lavigne,7,11,7,8,https://charts-static.billboard.com/img/2002/04/avril-lavigne-j91-180x180.jpg
2003-01-22,Cry Me A River,Justin Timberlake,8,15,8,6,https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg
2003-01-22,Don't Mess With My Man,Nivea Featuring Brian & Brandon Casey,9,8,8,25,https://charts-static.billboard.com/img/1998/11/nivea-eg4-180x180.jpg
2003-01-22,All I Have,Jennifer Lopez Featuring LL Cool J,10,12,10,5,https://charts-static.billboard.com/img/1997/10/jennifer-lopez-0nn-180x180.jpg
2003-01-29,Bump; Bump; Bump,B2K & P. Diddy,1,2,1,10,#
2003-01-29,Beautiful,Christina Aguilera,2,4,2,11,#
2003-01-29,Cry Me A River,Justin Timberlake,3,8,3,7,#
2003-01-29,I'm With You,Avril Lavigne,4,7,4,9,#
2003-01-29,All I Have,Jennifer Lopez Featuring LL Cool J,5,10,5,6,https://charts-static.billboard.com/img/1997/10/jennifer-lopez-0nn-180x180.jpg
2003-01-29,'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles,6,5,4,15,https://charts-static.billboard.com/img/1996/03/jay-z-owe-180x180.jpg
2003-01-29,Air Force Ones,Nelly Featuring Kyjuan| Ali & Murphy Lee,7,3,3,13,https://charts-static.billboard.com/img/2000/03/nelly-yua-180x180.jpg
2003-01-29,Mesmerize,Ja Rule Featuring Ashanti,8,12,8,6,https://charts-static.billboard.com/img/1998/09/ja-rule-dzf-180x180.jpg
2003-01-29,Lose Yourself,Eminem,9,1,1,18,https://charts-static.billboard.com/img/2002/10/eminem-d78-loseyourself-x0w-180x180.jpg
2003-01-29,Miss You,Aaliyah,10,11,10,10,https://charts-static.billboard.com/img/2002/11/aaliyah-dzg-missyou-znn-180x180.jpg
2003-02-05,All I Have,Jennifer Lopez Featuring LL Cool J,1,5,1,7,#
2003-02-05,Bump; Bump; Bump,B2K & P. Diddy,2,1,1,11,#
2003-02-05,Beautiful,Christina Aguilera,3,2,2,12,#
2003-02-05,I'm With You,Avril Lavigne,4,4,4,10,#
2003-02-05,Mesmerize,Ja Rule Featuring Ashanti,5,8,5,7,https://charts-static.billboard.com/img/1998/09/ja-rule-dzf-180x180.jpg
2003-02-05,Cry Me A River,Justin Timberlake,6,3,3,8,https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg
2003-02-05,Miss You,Aaliyah,7,10,7,11,https://charts-static.billboard.com/img/2002/11/aaliyah-dzg-missyou-znn-180x180.jpg
2003-02-05,'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles,8,6,4,16,https://charts-static.billboard.com/img/1996/03/jay-z-owe-180x180.jpg
