Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL
2018-01-31,God's Plan,Drake,1,1,1,-,#
2018-01-31,Perfect,Ed Sheeran,2,2,1,22,#
2018-01-31,Havana,Camila Cabello Featuring Young Thug,3,1,1,24,#
2018-01-31,Rockstar,Post Malone Featuring 21 Savage,4,3,1,19,#
2018-01-31,Finesse,Bruno Mars & Cardi B,5,4,3,4,https://charts-static.billboard.com/img/2010/01/bruno-mars-uw0-180x180.jpg
2018-01-31,Bad At Love,Halsey,6,5,5,21,https://charts-static.billboard.com/img/2014/10/halsey-m8j-180x180.jpg
2018-01-31,Diplomatic Immunity,Drake,7,7,1,-,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-01-31,New Rules,Dua Lipa,8,8,8,26,https://charts-static.billboard.com/img/2015/11/dua-lipa-yhj-180x180.jpg
2018-01-31,Thunder,Imagine Dragons,9,6,4,39,https://charts-static.billboard.com/img/2017/05/imagine-dragons-rfq-thunder-xes-180x180.jpg
2018-01-31,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,10,7,4,20,https://charts-static.billboard.com/img/2012/10/g-eazy-v26-180x180.jpg
2018-02-07,God's Plan,Drake,1,1,1,2,#
2018-02-07,Perfect,Ed Sheeran,2,2,1,23,#
2018-02-07,Finesse,Bruno Mars & Cardi B,3,5,3,5,#
2018-02-07,Havana,Camila Cabello Featuring Young Thug,4,3,1,25,#
2018-02-07,Rockstar,Post Malone Featuring 21 Savage,5,4,1,20,https://charts-static.billboard.com/img/2017/10/post-malone-uhe-rockstar-she-180x180.jpg
2018-02-07,Bad At Love,Halsey,6,6,5,22,https://charts-static.billboard.com/img/2014/10/halsey-m8j-180x180.jpg
2018-02-07,New Rules,Dua Lipa,7,8,7,27,https://charts-static.billboard.com/img/2015/11/dua-lipa-yhj-180x180.jpg
2018-02-07,MotorSport,Migos| Nicki Minaj & Cardi B,8,11,6,14,https://charts-static.billboard.com/img/2013/07/migos-ca0-180x180.jpg
2018-02-07,Say Something,Justin Timberlake Featuring Chris Stapleton,9,9,1,-,https://charts-static.billboard.com/img/2002/09/justin-timberlake-09b-180x180.jpg
2018-02-07,Thunder,Imagine Dragons,10,9,4,40,https://charts-static.billboard.com/img/2017/05/imagine-dragons-rfq-thunder-xes-180x180.jpg
2018-02-14,God's Plan,Drake,1,1,1,3,#
2018-02-14,Perfect,Ed Sheeran,2,2,1,24,#
2018-02-14,Finesse,Bruno Mars & Cardi B,3,3,3,6,#
2018-02-14,Havana,Camila Cabello Featuring Young Thug,4,4,1,26,#
2018-02-14,Rockstar,Post Malone Featuring 21 Savage,5,5,1,21,https://charts-static.billboard.com/img/2017/10/post-malone-uhe-rockstar-she-180x180.jpg
2018-02-14,New Rules,Dua Lipa,6,7,6,28,https://charts-static.billboard.com/img/2015/11/dua-lipa-yhj-180x180.jpg
2018-02-14,Pray For Me,The Weeknd & Kendrick Lamar,7,7,1,-,https://charts-static.billboard.com/img/2011/11/the-weeknd-jlk-180x180.jpg
2018-02-14,Stir Fry,Migos,8,12,8,7,https://charts-static.billboard.com/img/2013/07/migos-ca0-180x180.jpg
2018-02-14,Meant To Be,Bebe Rexha & Florida Georgia Line,9,11,9,16,https://charts-static.billboard.com/img/2017/10/bebe-rexha-tjw-meanttobe-v0n-180x180.jpg
2018-02-14,Bad At Love,Halsey,10,6,5,23,https://charts-static.billboard.com/img/2014/10/halsey-m8j-180x180.jpg
2018-02-21,God's Plan,Drake,1,1,1,4,#
2018-02-21,Perfect,Ed Sheeran,2,2,1,25,#
2018-02-21,Finesse,Bruno Mars & Cardi B,3,3,3,7,#
2018-02-21,Havana,Camila Cabello Featuring Young Thug,4,4,1,27,#
2018-02-21,Rockstar,Post Malone Featuring 21 Savage,5,5,1,22,https://charts-static.billboard.com/img/2017/10/post-malone-uhe-rockstar-she-180x180.jpg
2018-02-21,Look Alive,BlocBoy JB Featuring Drake,6,6,1,-,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-02-21,Meant To Be,Bebe Rexha & Florida Georgia Line,7,9,7,17,https://charts-static.billboard.com/img/2017/10/bebe-rexha-tjw-meanttobe-v0n-180x180.jpg
2018-02-21,New Rules,Dua Lipa,8,6,6,29,https://charts-static.billboard.com/img/2015/11/dua-lipa-yhj-180x180.jpg
2018-02-21,All The Stars,Kendrick Lamar & SZA,9,31,9,6,https://charts-static.billboard.com/img/2018/01/kendrick-lamar-2un-allthestars-9bi-180x180.jpg
2018-02-21,Stir Fry,Migos,10,8,8,8,https://charts-static.billboard.com/img/2013/07/migos-ca0-180x180.jpg
2018-02-28,God's Plan,Drake,1,1,1,5,#
2018-02-28,Perfect,Ed Sheeran,2,2,1,26,#
2018-02-28,Finesse,Bruno Mars & Cardi B,3,3,3,8,#
2018-02-28,Havana,Camila Cabello Featuring Young Thug,4,4,1,28,#
2018-02-28,Look Alive,BlocBoy JB Featuring Drake,5,6,5,2,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-02-28,Rockstar,Post Malone Featuring 21 Savage,6,5,1,23,https://charts-static.billboard.com/img/2017/10/post-malone-uhe-rockstar-she-180x180.jpg
2018-02-28,All The Stars,Kendrick Lamar & SZA,7,9,7,7,https://charts-static.billboard.com/img/2018/01/kendrick-lamar-2un-allthestars-9bi-180x180.jpg
2018-02-28,Meant To Be,Bebe Rexha & Florida Georgia Line,8,7,7,18,https://charts-static.billboard.com/img/2017/10/bebe-rexha-tjw-meanttobe-v0n-180x180.jpg
2018-02-28,Pray For Me,The Weeknd & Kendrick Lamar,9,11,7,3,https://charts-static.billboard.com/img/2011/11/the-weeknd-jlk-180x180.jpg
2018-02-28,Stir Fry,Migos,10,10,8,9,https://charts-static.billboard.com/img/2013/07/migos-ca0-180x180.jpg
2018-03-07,God's Plan,Drake,1,1,1,6,#
2018-03-07,Psycho,Post Malone Featuring Ty Dolla $ign,2,2,1,-,#
2018-03-07,Perfect,Ed Sheeran,3,2,1,27,#
2018-03-07,Finesse,Bruno Mars & Cardi B,4,3,3,9,#
2018-03-07,Havana,Camila Cabello Featuring Young Thug,5,4,1,29,https://charts-static.billboard.com/img/2015/12/camila-cabello-4kx-180x180.jpg
2018-03-07,Look Alive,BlocBoy JB Featuring Drake,6,5,5,3,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-03-07,Meant To Be,Bebe Rexha & Florida Georgia Line,7,8,7,19,https://charts-static.billboard.com/img/2017/10/bebe-rexha-tjw-meanttobe-v0n-180x180.jpg
2018-03-07,Rockstar,Post Malone Featuring 21 Savage,8,6,1,24,https://charts-static.billboard.com/img/2017/10/post-malone-uhe-rockstar-she-180x180.jpg
2018-03-07,Pray For Me,The Weeknd & Kendrick Lamar,9,9,7,4,https://charts-static.billboard.com/img/2011/11/the-weeknd-jlk-180x180.jpg
2018-03-07,All The Stars,Kendrick Lamar & SZA,10,7,7,8,https://charts-static.billboard.com/img/2018/01/kendrick-lamar-2un-allthestars-9bi-180x180.jpg
2018-03-14,God's Plan,Drake,1,1,1,7,#
2018-03-14,Perfect,Ed Sheeran,2,3,1,28,#
2018-03-14,Finesse,Bruno Mars & Cardi B,3,4,3,10,#
2018-03-14,Psycho,Post Malone Featuring Ty Dolla $ign,4,2,2,2,#
2018-03-14,Meant To Be,Bebe Rexha & Florida Georgia Line,5,7,5,20,https://charts-static.billboard.com/img/2017/10/bebe-rexha-tjw-meanttobe-v0n-180x180.jpg
2018-03-14,Havana,Camila Cabello Featuring Young Thug,6,5,1,30,https://charts-static.billboard.com/img/2015/12/camila-cabello-4kx-180x180.jpg
2018-03-14,Look Alive,BlocBoy JB Featuring Drake,7,6,5,4,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-03-14,The Middle,Zedd| Maren Morris & Grey,8,11,8,6,https://charts-static.billboard.com/img/2011/06/zedd-47z-180x180.jpg
2018-03-14,Pray For Me,The Weeknd & Kendrick Lamar,9,9,7,5,https://charts-static.billboard.com/img/2011/11/the-weeknd-jlk-180x180.jpg
2018-03-14,Stir Fry,Migos,10,12,8,11,https://charts-static.billboard.com/img/2013/07/migos-ca0-180x180.jpg
2018-03-21,God's Plan,Drake,1,1,1,8,#
2018-03-21,Perfect,Ed Sheeran,2,2,1,29,#
2018-03-21,Finesse,Bruno Mars & Cardi B,3,3,3,11,#
2018-03-21,Meant To Be,Bebe Rexha & Florida Georgia Line,4,5,4,21,#
2018-03-21,Psycho,Post Malone Featuring Ty Dolla $ign,5,4,2,3,https://charts-static.billboard.com/img/2015/06/post-malone-uhe-180x180.jpg
2018-03-21,The Middle,Zedd| Maren Morris & Grey,6,8,6,7,https://charts-static.billboard.com/img/2011/06/zedd-47z-180x180.jpg
2018-03-21,Havana,Camila Cabello Featuring Young Thug,7,6,1,31,https://charts-static.billboard.com/img/2015/12/camila-cabello-4kx-180x180.jpg
2018-03-21,Pray For Me,The Weeknd & Kendrick Lamar,8,9,7,6,https://charts-static.billboard.com/img/2011/11/the-weeknd-jlk-180x180.jpg
2018-03-21,Look Alive,BlocBoy JB Featuring Drake,9,7,5,5,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-03-21,All The Stars,Kendrick Lamar & SZA,10,11,7,10,https://charts-static.billboard.com/img/2018/01/kendrick-lamar-2un-allthestars-9bi-180x180.jpg
2018-03-28,God's Plan,Drake,1,1,1,9,#
2018-03-28,Meant To Be,Bebe Rexha & Florida Georgia Line,2,4,2,22,#
2018-03-28,Perfect,Ed Sheeran,3,2,1,30,#
2018-03-28,Finesse,Bruno Mars & Cardi B,4,3,3,12,#
2018-03-28,Psycho,Post Malone Featuring Ty Dolla $ign,5,5,2,4,https://charts-static.billboard.com/img/2015/06/post-malone-uhe-180x180.jpg
2018-03-28,The Middle,Zedd| Maren Morris & Grey,6,6,6,8,https://charts-static.billboard.com/img/2011/06/zedd-47z-180x180.jpg
2018-03-28,Sad!,XXXTENTACION,7,19,7,3,https://charts-static.billboard.com/img/2017/01/xxxtentacion-pii-180x180.jpg
2018-03-28,Havana,Camila Cabello Featuring Young Thug,8,7,1,32,https://charts-static.billboard.com/img/2015/12/camila-cabello-4kx-180x180.jpg
2018-03-28,Freaky Friday,Lil Dicky Featuring Chris Brown,9,9,1,-,https://charts-static.billboard.com/img/2014/10/lil-dicky-isw-180x180.jpg
2018-03-28,Pray For Me,The Weeknd & Kendrick Lamar,10,8,7,7,https://charts-static.billboard.com/img/2011/11/the-weeknd-jlk-180x180.jpg
2018-04-04,God's Plan,Drake,1,1,1,10,#
2018-04-04,Meant To Be,Bebe Rexha & Florida Georgia Line,2,2,2,23,#
2018-04-04,Finesse,Bruno Mars & Cardi B,3,4,3,13,#
2018-04-04,Psycho,Post Malone Featuring Ty Dolla $ign,4,5,2,5,#
2018-04-04,Perfect,Ed Sheeran,5,3,1,31,https://charts-static.billboard.com/img/2011/07/ed-sheeran-5jf-180x180.jpg
2018-04-04,Look Alive,BlocBoy JB Featuring Drake,6,11,5,7,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-04-04,The Middle,Zedd| Maren Morris & Grey,7,6,6,9,https://charts-static.billboard.com/img/2011/06/zedd-47z-180x180.jpg
2018-04-04,Freaky Friday,Lil Dicky Featuring Chris Brown,8,9,8,2,https://charts-static.billboard.com/img/2014/10/lil-dicky-isw-180x180.jpg
2018-04-04,Sad!,XXXTENTACION,9,7,7,4,https://charts-static.billboard.com/img/2017/01/xxxtentacion-pii-180x180.jpg
2018-04-04,Havana,Camila Cabello Featuring Young Thug,10,8,1,33,https://charts-static.billboard.com/img/2015/12/camila-cabello-4kx-180x180.jpg
2018-04-11,God's Plan,Drake,1,1,1,11,#
2018-04-11,Meant To Be,Bebe Rexha & Florida Georgia Line,2,2,2,24,#
2018-04-11,Psycho,Post Malone Featuring Ty Dolla $ign,3,4,2,6,#
2018-04-11,Call Out My Name,The Weeknd,4,4,1,-,#
2018-04-11,Look Alive,BlocBoy JB Featuring Drake,5,6,5,8,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-04-11,The Middle,Zedd| Maren Morris & Grey,6,7,6,10,https://charts-static.billboard.com/img/2011/06/zedd-47z-180x180.jpg
2018-04-11,Perfect,Ed Sheeran,7,5,1,32,https://charts-static.billboard.com/img/2011/07/ed-sheeran-5jf-180x180.jpg
2018-04-11,Finesse,Bruno Mars & Cardi B,8,3,3,14,https://charts-static.billboard.com/img/2010/01/bruno-mars-uw0-180x180.jpg
2018-04-11,Freaky Friday,Lil Dicky Featuring Chris Brown,9,8,8,3,https://charts-static.billboard.com/img/2014/10/lil-dicky-isw-180x180.jpg
2018-04-11,Walk It Talk It,Migos Featuring Drake,10,15,10,10,https://charts-static.billboard.com/img/2013/07/migos-ca0-180x180.jpg
2018-04-18,Nice For What,Drake,1,1,1,-,#
2018-04-18,God's Plan,Drake,2,1,1,12,#
2018-04-18,Meant To Be,Bebe Rexha & Florida Georgia Line,3,2,2,25,#
2018-04-18,Psycho,Post Malone Featuring Ty Dolla $ign,4,3,2,7,#
2018-04-18,Look Alive,BlocBoy JB Featuring Drake,5,5,5,9,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-04-18,The Middle,Zedd| Maren Morris & Grey,6,6,6,11,https://charts-static.billboard.com/img/2011/06/zedd-47z-180x180.jpg
2018-04-18,Perfect,Ed Sheeran,7,7,1,33,https://charts-static.billboard.com/img/2011/07/ed-sheeran-5jf-180x180.jpg
2018-04-18,I Like It,Cardi B| Bad Bunny & J Balvin,8,8,1,-,https://charts-static.billboard.com/img/2016/03/cardi-b-wld-180x180.jpg
2018-04-18,Freaky Friday,Lil Dicky Featuring Chris Brown,9,9,8,4,https://charts-static.billboard.com/img/2014/10/lil-dicky-isw-180x180.jpg
2018-04-18,Finesse,Bruno Mars & Cardi B,10,8,3,15,https://charts-static.billboard.com/img/2010/01/bruno-mars-uw0-180x180.jpg
2018-04-25,Nice For What,Drake,1,1,1,2,#
2018-04-25,God's Plan,Drake,2,2,1,13,#
2018-04-25,Meant To Be,Bebe Rexha & Florida Georgia Line,3,3,2,26,#
2018-04-25,Psycho,Post Malone Featuring Ty Dolla $ign,4,4,2,8,#
2018-04-25,The Middle,Zedd| Maren Morris & Grey,5,6,5,12,https://charts-static.billboard.com/img/2011/06/zedd-47z-180x180.jpg
2018-04-25,Look Alive,BlocBoy JB Featuring Drake,6,5,5,10,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-04-25,Perfect,Ed Sheeran,7,7,1,34,https://charts-static.billboard.com/img/2011/07/ed-sheeran-5jf-180x180.jpg
2018-04-25,Freaky Friday,Lil Dicky Featuring Chris Brown,8,9,8,5,https://charts-static.billboard.com/img/2014/10/lil-dicky-isw-180x180.jpg
2018-04-25,I Like It,Cardi B| Bad Bunny & J Balvin,9,8,8,2,https://charts-static.billboard.com/img/2016/03/cardi-b-wld-180x180.jpg
2018-04-25,Chun-Li,Nicki Minaj,10,92,10,2,https://charts-static.billboard.com/img/2009/08/nicki-minaj-t5q-180x180.jpg
2018-05-02,Nice For What,Drake,1,1,1,3,#
2018-05-02,God's Plan,Drake,2,2,1,14,#
2018-05-02,No Tears Left To Cry,Ariana Grande,3,3,1,-,#
2018-05-02,Meant To Be,Bebe Rexha & Florida Georgia Line,4,3,2,27,#
2018-05-02,Psycho,Post Malone Featuring Ty Dolla $ign,5,4,2,9,https://charts-static.billboard.com/img/2015/06/post-malone-uhe-180x180.jpg
2018-05-02,ATM,J. Cole,6,6,1,-,https://charts-static.billboard.com/img/2009/12/j-cole-9on-180x180.jpg
2018-05-02,The Middle,Zedd| Maren Morris & Grey,7,5,5,13,https://charts-static.billboard.com/img/2011/06/zedd-47z-180x180.jpg
2018-05-02,Kevin's Heart,J. Cole,8,8,1,-,https://charts-static.billboard.com/img/2009/12/j-cole-9on-180x180.jpg
2018-05-02,Look Alive,BlocBoy JB Featuring Drake,9,6,5,11,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-05-02,KOD,J. Cole,10,10,1,-,https://charts-static.billboard.com/img/2009/12/j-cole-9on-180x180.jpg
2018-05-09,Nice For What,Drake,1,1,1,4,#
2018-05-09,Psycho,Post Malone Featuring Ty Dolla $ign,2,5,2,10,#
2018-05-09,God's Plan,Drake,3,2,1,15,#
2018-05-09,Meant To Be,Bebe Rexha & Florida Georgia Line,4,4,2,28,#
2018-05-09,The Middle,Zedd| Maren Morris & Grey,5,7,5,14,https://charts-static.billboard.com/img/2011/06/zedd-47z-180x180.jpg
2018-05-09,Never Be The Same,Camila Cabello,6,13,6,20,https://charts-static.billboard.com/img/2015/12/camila-cabello-4kx-180x180.jpg
2018-05-09,Better Now,Post Malone,7,7,1,-,https://charts-static.billboard.com/img/2015/06/post-malone-uhe-180x180.jpg
2018-05-09,Rockstar,Post Malone Featuring 21 Savage,8,32,1,33,https://charts-static.billboard.com/img/2017/10/post-malone-uhe-rockstar-she-180x180.jpg
2018-05-09,Look Alive,BlocBoy JB Featuring Drake,9,9,5,12,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-05-09,No Tears Left To Cry,Ariana Grande,10,3,3,2,https://charts-static.billboard.com/img/2011/02/ariana-grande-i9s-180x180.jpg
2018-05-16,This Is America,Childish Gambino,1,1,1,-,#
2018-05-16,Nice For What,Drake,2,1,1,5,#
2018-05-16,God's Plan,Drake,3,3,1,16,#
2018-05-16,Psycho,Post Malone Featuring Ty Dolla $ign,4,2,2,11,#
2018-05-16,Meant To Be,Bebe Rexha & Florida Georgia Line,5,4,2,29,https://charts-static.billboard.com/img/2017/10/bebe-rexha-tjw-meanttobe-v0n-180x180.jpg
2018-05-16,The Middle,Zedd| Maren Morris & Grey,6,5,5,15,https://charts-static.billboard.com/img/2011/06/zedd-47z-180x180.jpg
2018-05-16,Look Alive,BlocBoy JB Featuring Drake,7,9,5,13,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-05-16,Never Be The Same,Camila Cabello,8,6,6,21,https://charts-static.billboard.com/img/2015/12/camila-cabello-4kx-180x180.jpg
2018-05-16,Perfect,Ed Sheeran,9,12,1,37,https://charts-static.billboard.com/img/2011/07/ed-sheeran-5jf-180x180.jpg
2018-05-16,No Tears Left To Cry,Ariana Grande,10,10,3,3,https://charts-static.billboard.com/img/2011/02/ariana-grande-i9s-180x180.jpg
2018-05-23,This Is America,Childish Gambino,1,1,1,2,#
2018-05-23,Nice For What,Drake,2,2,1,6,#
2018-05-23,God's Plan,Drake,3,3,1,17,#
2018-05-23,Psycho,Post Malone Featuring Ty Dolla $ign,4,4,2,12,#
2018-05-23,Meant To Be,Bebe Rexha & Florida Georgia Line,5,5,2,30,https://charts-static.billboard.com/img/2017/10/bebe-rexha-tjw-meanttobe-v0n-180x180.jpg
2018-05-23,The Middle,Zedd| Maren Morris & Grey,6,6,5,16,https://charts-static.billboard.com/img/2011/06/zedd-47z-180x180.jpg
2018-05-23,No Tears Left To Cry,Ariana Grande,7,10,3,4,https://charts-static.billboard.com/img/2011/02/ariana-grande-i9s-180x180.jpg
2018-05-23,Look Alive,BlocBoy JB Featuring Drake,8,7,5,14,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-05-23,Never Be The Same,Camila Cabello,9,8,6,22,https://charts-static.billboard.com/img/2015/12/camila-cabello-4kx-180x180.jpg
2018-05-23,Perfect,Ed Sheeran,10,9,1,38,https://charts-static.billboard.com/img/2011/07/ed-sheeran-5jf-180x180.jpg
2018-05-30,Nice For What,Drake,1,2,1,7,#
2018-05-30,This Is America,Childish Gambino,2,1,1,3,#
2018-05-30,God's Plan,Drake,3,3,1,18,#
2018-05-30,Psycho,Post Malone Featuring Ty Dolla $ign,4,4,2,13,#
2018-05-30,The Middle,Zedd| Maren Morris & Grey,5,6,5,17,https://charts-static.billboard.com/img/2011/06/zedd-47z-180x180.jpg
2018-05-30,Yes Indeed,Lil Baby & Drake,6,49,6,2,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-05-30,Meant To Be,Bebe Rexha & Florida Georgia Line,7,5,2,31,https://charts-static.billboard.com/img/2017/10/bebe-rexha-tjw-meanttobe-v0n-180x180.jpg
2018-05-30,Boo'd Up,Ella Mai,8,11,8,8,#
2018-05-30,No Tears Left To Cry,Ariana Grande,9,7,3,5,https://charts-static.billboard.com/img/2011/02/ariana-grande-i9s-180x180.jpg
2018-05-30,Fake Love,BTS,10,10,1,-,https://charts-static.billboard.com/img/2013/06/bts-430-180x180.jpg
2018-06-06,Nice For What,Drake,1,1,1,8,#
2018-06-06,Psycho,Post Malone Featuring Ty Dolla $ign,2,4,2,14,#
2018-06-06,God's Plan,Drake,3,3,1,19,#
2018-06-06,This Is America,Childish Gambino,4,2,1,4,#
2018-06-06,The Middle,Zedd| Maren Morris & Grey,5,5,5,18,https://charts-static.billboard.com/img/2011/06/zedd-47z-180x180.jpg
2018-06-06,Yes Indeed,Lil Baby & Drake,6,6,6,3,https://charts-static.billboard.com/img/2017/11/lilbaby-kyx-180x180.jpg
2018-06-06,I Like It,Cardi B| Bad Bunny & J Balvin,7,19,7,8,https://charts-static.billboard.com/img/2016/03/cardi-b-wld-180x180.jpg
2018-06-06,Boo'd Up,Ella Mai,8,8,8,9,#
2018-06-06,Meant To Be,Bebe Rexha & Florida Georgia Line,9,7,2,32,https://charts-static.billboard.com/img/2017/10/bebe-rexha-tjw-meanttobe-v0n-180x180.jpg
2018-06-06,No Tears Left To Cry,Ariana Grande,10,9,3,6,https://charts-static.billboard.com/img/2011/02/ariana-grande-i9s-180x180.jpg
2018-06-13,Psycho,Post Malone Featuring Ty Dolla $ign,1,2,1,15,#
2018-06-13,Nice For What,Drake,2,1,1,9,#
2018-06-13,I Like It,Cardi B| Bad Bunny & J Balvin,3,7,3,9,#
2018-06-13,Girls Like You,Maroon 5 Featuring Cardi B,4,94,4,2,#
2018-06-13,God's Plan,Drake,5,3,1,20,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-06-13,Boo'd Up,Ella Mai,6,8,6,10,#
2018-06-13,This Is America,Childish Gambino,7,4,1,5,https://charts-static.billboard.com/img/2011/05/childish-gambino-6sc-180x180.jpg
2018-06-13,Yikes,Kanye West,8,8,1,-,https://charts-static.billboard.com/img/2003/03/kanye-west-0wf-180x180.jpg
2018-06-13,Lucid Dreams,Juice WRLD,9,15,9,4,https://charts-static.billboard.com/img/2018/05/juice-wrld-as8-luciddreams-q7f-180x180.jpg
2018-06-13,The Middle,Zedd| Maren Morris & Grey,10,5,5,19,https://charts-static.billboard.com/img/2011/06/zedd-47z-180x180.jpg
2018-06-20,Nice For What,Drake,1,2,1,10,#
2018-06-20,Psycho,Post Malone Featuring Ty Dolla $ign,2,1,1,16,#
2018-06-20,I Like It,Cardi B| Bad Bunny & J Balvin,3,3,3,10,#
2018-06-20,God's Plan,Drake,4,5,1,21,#
2018-06-20,Girls Like You,Maroon 5 Featuring Cardi B,5,4,4,3,https://charts-static.billboard.com/img/2002/12/maroon-5-fyb-180x180.jpg
2018-06-20,Lucid Dreams,Juice WRLD,6,9,6,5,https://charts-static.billboard.com/img/2018/05/juice-wrld-as8-luciddreams-q7f-180x180.jpg
2018-06-20,Boo'd Up,Ella Mai,7,6,6,11,#
2018-06-20,The Middle,Zedd| Maren Morris & Grey,8,10,5,20,https://charts-static.billboard.com/img/2011/06/zedd-47z-180x180.jpg
2018-06-20,No Tears Left To Cry,Ariana Grande,9,13,3,8,https://charts-static.billboard.com/img/2011/02/ariana-grande-i9s-180x180.jpg
2018-06-20,Meant To Be,Bebe Rexha & Florida Georgia Line,10,12,2,34,https://charts-static.billboard.com/img/2017/10/bebe-rexha-tjw-meanttobe-v0n-180x180.jpg
2018-06-27,Sad!,XXXTENTACION,1,52,1,16,#
2018-06-27,I Like It,Cardi B| Bad Bunny & J Balvin,2,3,2,11,#
2018-06-27,Nice For What,Drake,3,1,1,11,#
2018-06-27,Lucid Dreams,Juice WRLD,4,6,4,6,#
2018-06-27,Girls Like You,Maroon 5 Featuring Cardi B,5,5,4,4,https://charts-static.billboard.com/img/2002/12/maroon-5-fyb-180x180.jpg
2018-06-27,Psycho,Post Malone Featuring Ty Dolla $ign,6,2,1,17,https://charts-static.billboard.com/img/2015/06/post-malone-uhe-180x180.jpg
2018-06-27,Boo'd Up,Ella Mai,7,7,6,12,#
2018-06-27,God's Plan,Drake,8,4,1,22,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-06-27,No Tears Left To Cry,Ariana Grande,9,9,3,9,https://charts-static.billboard.com/img/2011/02/ariana-grande-i9s-180x180.jpg
2018-06-27,The Middle,Zedd| Maren Morris & Grey,10,8,5,21,https://charts-static.billboard.com/img/2011/06/zedd-47z-180x180.jpg
2018-07-04,I Like It,Cardi B| Bad Bunny & J Balvin,1,2,1,12,#
2018-07-04,Sad!,XXXTENTACION,2,1,1,17,#
2018-07-04,Lucid Dreams,Juice WRLD,3,4,3,7,#
2018-07-04,Girls Like You,Maroon 5 Featuring Cardi B,4,5,4,5,#
2018-07-04,Psycho,Post Malone Featuring Ty Dolla $ign,5,6,1,18,https://charts-static.billboard.com/img/2015/06/post-malone-uhe-180x180.jpg
2018-07-04,Nice For What,Drake,6,3,1,12,https://charts-static.billboard.com/img/2018/04/drake-bg5-niceforwhat-4km-180x180.jpg
2018-07-04,Boo'd Up,Ella Mai,7,7,6,13,#
2018-07-04,No Tears Left To Cry,Ariana Grande,8,9,3,10,https://charts-static.billboard.com/img/2011/02/ariana-grande-i9s-180x180.jpg
2018-07-04,God's Plan,Drake,9,8,1,23,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-07-04,Meant To Be,Bebe Rexha & Florida Georgia Line,10,11,2,36,https://charts-static.billboard.com/img/2017/10/bebe-rexha-tjw-meanttobe-v0n-180x180.jpg
2018-07-11,Nice For What,Drake,1,6,1,13,#
2018-07-11,Nonstop,Drake,2,2,1,-,#
2018-07-11,I Like It,Cardi B| Bad Bunny & J Balvin,3,1,1,13,#
2018-07-11,God's Plan,Drake,4,9,1,24,#
2018-07-11,Girls Like You,Maroon 5 Featuring Cardi B,5,4,4,6,https://charts-static.billboard.com/img/2002/12/maroon-5-fyb-180x180.jpg
2018-07-11,In My Feelings,Drake,6,6,1,-,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-07-11,I'm Upset,Drake,7,26,7,6,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-07-11,Emotionless,Drake,8,8,1,-,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-07-11,Don't Matter To Me,Drake Featuring Michael Jackson,9,9,1,-,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-07-11,Sad!,XXXTENTACION,10,2,1,18,https://charts-static.billboard.com/img/2017/01/xxxtentacion-pii-180x180.jpg
2018-07-18,In My Feelings,Drake,1,6,1,2,#
2018-07-18,I Like It,Cardi B| Bad Bunny & J Balvin,2,3,1,14,#
2018-07-18,Girls Like You,Maroon 5 Featuring Cardi B,3,5,3,7,#
2018-07-18,Nice For What,Drake,4,1,1,14,#
2018-07-18,Boo'd Up,Ella Mai,5,11,5,15,#
2018-07-18,God's Plan,Drake,6,4,1,25,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2018-07-18,Lucid Dreams,Juice WRLD,7,16,3,9,https://charts-static.billboard.com/img/2018/05/juice-wrld-as8-luciddreams-q7f-180x180.jpg
